tipo,valor,parceiro,data
Prémio Diário,20,–,2023-09-02 20:12:00
Prémio Diário,20,–,2023-09-03 21:36:00
Prémio Diário,20,–,2023-09-04 22:00:00
Prémio Diário,20,–,2023-09-05 23:24:00
Prémio Diário,20,–,2023-09-06 07:48:00
Prémio Semanal,100,–,2023-09-06 15:45:00
Prémio Diário,20,–,2023-09-07 08:12:00
Prémio Diário,20,–,2023-09-08 09:36:00
Prémio Diário,20,–,2023-09-09 10:00:00
Prémio Diário,20,–,2023-09-10 11:24:00
Prémio Diário,20,–,2023-09-11 12:48:00
Prémio Diário,20,–,2023-09-12 13:12:00
Prémio Diário,20,–,2023-09-13 14:36:00
Prémio Diário,20,–,2023-09-14 15:00:00
Prémio Semanal,100,–,2023-09-14 17:15:00
Prémio Diário,20,–,2023-09-15 16:24:00
Prémio Diário,20,–,2023-09-16 17:48:00
Prémio Diário,20,–,2023-09-17 18:12:00
Prémio Diário,20,–,2023-09-18 19:36:00
Prémio Diário,20,–,2023-09-19 20:00:00
Prémio Diário,20,–,2023-09-20 21:24:00
Prémio Diário,20,–,2023-09-21 22:48:00
Prémio Semanal,100,–,2023-09-22 19:45:00
Prémio Diário,20,–,2023-09-22 23:12:00
Prémio Diário,20,–,2023-09-23 07:36:00
Prémio Diário,20,–,2023-09-24 08:00:00
Prémio Diário,20,–,2023-09-25 09:24:00
Prémio Diário,20,–,2023-09-26 10:48:00
Prémio Diário,20,–,2023-09-27 11:12:00
Prémio Diário,20,–,2023-09-28 12:36:00
Prémio Diário,20,–,2023-09-29 13:00:00
Prémio Diário,20,–,2023-09-30 14:24:00
Prémio Mensal,200,–,2023-09-30 20:00:00
Prémio Semanal,100,–,2023-09-30 21:15:00
Prémio Diário,20,–,2023-10-01 15:48:00
Prémio Diário,20,–,2023-10-02 16:12:00
Prémio Diário,20,–,2023-10-03 17:36:00
Prémio Diário,20,–,2023-10-04 18:00:00
Prémio Diário,20,–,2023-10-05 19:24:00
Prémio Diário,20,–,2023-10-06 20:48:00
Prémio Diário,20,–,2023-10-07 21:12:00
Prémio Semanal,100,–,2023-10-08 09:45:00
Prémio Diário,20,–,2023-10-08 22:36:00
Prémio Semanal,100,–,2023-10-09 11:15:00
Prémio Diário,20,–,2023-10-09 23:00:00
Prémio Diário,20,–,2023-10-10 07:24:00
Prémio Diário,20,–,2023-10-11 08:48:00
Prémio Diário,20,–,2023-10-12 09:12:00
Prémio Diário,20,–,2023-10-13 10:36:00
Prémio Diário,20,–,2023-10-14 11:00:00
Prémio Diário,20,–,2023-10-15 12:24:00
Prémio Diário,20,–,2023-10-16 13:48:00
Prémio Semanal,100,–,2023-10-17 13:45:00
Prémio Diário,20,–,2023-10-17 14:12:00
Prémio Diário,20,–,2023-10-18 15:36:00
Prémio Diário,20,–,2023-10-19 16:00:00
Prémio Diário,20,–,2023-10-20 17:24:00
Prémio Diário,20,–,2023-10-21 18:48:00
Prémio Diário,20,–,2023-10-22 19:12:00
Prémio Diário,20,–,2023-10-23 20:36:00
Prémio Diário,20,–,2023-10-24 21:00:00
Prémio Semanal,100,–,2023-10-25 15:15:00
Prémio Diário,20,–,2023-10-25 22:24:00
Prémio Diário,20,–,2023-10-26 23:48:00
Prémio Diário,20,–,2023-10-27 07:12:00
Prémio Diário,20,–,2023-10-28 08:36:00
Prémio Mensal,200,–,2023-10-28 21:00:00
Prémio Diário,20,–,2023-10-29 09:00:00
Prémio Diário,20,–,2023-10-30 10:24:00
Prémio Diário,20,–,2023-10-31 11:48:00
Prémio Diário,20,–,2023-11-01 12:12:00
Prémio Diário,20,–,2023-11-02 13:36:00
Prémio Semanal,100,–,2023-11-02 17:45:00
Prémio Diário,20,–,2023-11-03 14:00:00
Prémio Diário,20,–,2023-11-04 15:24:00
Prémio Diário,20,–,2023-11-05 16:48:00
Prémio Diário,20,–,2023-11-06 17:12:00
Prémio Diário,20,–,2023-11-07 18:36:00
Prémio Diário,20,–,2023-11-08 19:00:00
Prémio Diário,20,–,2023-11-09 20:24:00
Prémio Semanal,100,–,2023-11-10 19:15:00
Prémio Diário,20,–,2023-11-10 21:48:00
Prémio Diário,20,–,2023-11-11 22:12:00
Prémio Diário,20,–,2023-11-12 23:36:00
Prémio Diário,20,–,2023-11-13 07:00:00
Prémio Diário,20,–,2023-11-14 08:24:00
Prémio Diário,20,–,2023-11-15 09:48:00
Prémio Diário,20,–,2023-11-16 10:12:00
Prémio Diário,20,–,2023-11-17 11:36:00
Prémio Diário,20,–,2023-11-18 12:00:00
Prémio Semanal,100,–,2023-11-18 21:45:00
Prémio Diário,20,–,2023-11-19 13:24:00
Prémio Diário,20,–,2023-11-20 14:48:00
Prémio Diário,20,–,2023-11-21 15:12:00
Prémio Diário,20,–,2023-11-22 16:36:00
Prémio Diário,20,–,2023-11-23 17:00:00
Prémio Diário,20,–,2023-11-24 18:24:00
Prémio Diário,20,–,2023-11-25 19:48:00
Prémio Mensal,200,–,2023-11-25 22:00:00
Prémio Semanal,100,–,2023-11-26 09:15:00
Prémio Diário,20,–,2023-11-26 20:12:00
Prémio Semanal,100,–,2023-11-27 11:45:00
Prémio Diário,20,–,2023-11-27 21:36:00
Prémio Diário,20,–,2023-11-28 22:00:00
Prémio Diário,20,–,2023-11-29 23:24:00
Prémio Diário,20,–,2023-11-30 07:48:00
Prémio Diário,20,–,2023-12-01 08:12:00
Prémio Diário,20,–,2023-12-02 09:36:00
Prémio Diário,20,–,2023-12-03 10:00:00
Prémio Diário,20,–,2023-12-04 11:24:00
Prémio Diário,20,–,2023-12-05 12:48:00
Prémio Semanal,100,–,2023-12-05 13:15:00
Prémio Diário,20,–,2023-12-06 13:12:00
Prémio Diário,20,–,2023-12-07 14:36:00
Prémio Diário,20,–,2023-12-08 15:00:00
Prémio Diário,20,–,2023-12-09 16:24:00
Prémio Diário,20,–,2023-12-10 17:48:00
Prémio Diário,20,–,2023-12-11 18:12:00
Prémio Diário,20,–,2023-12-12 19:36:00
Prémio Semanal,100,–,2023-12-13 15:45:00
Prémio Diário,20,–,2023-12-13 20:00:00
Prémio Diário,20,–,2023-12-14 21:24:00
Prémio Diário,20,–,2023-12-15 22:48:00
Prémio Diário,20,–,2023-12-16 23:12:00
Prémio Diário,20,–,2023-12-17 07:36:00
Prémio Diário,20,–,2023-12-18 08:00:00
Prémio Diário,20,–,2023-12-19 09:24:00
Prémio Diário,20,–,2023-12-20 10:48:00
Prémio Diário,20,–,2023-12-21 11:12:00
Prémio Semanal,100,–,2023-12-21 17:15:00
Prémio Diário,20,–,2023-12-22 12:36:00
Prémio Diário,20,–,2023-12-23 13:00:00
Prémio Diário,20,–,2023-12-24 14:24:00
Prémio Diário,20,–,2023-12-25 15:48:00
Prémio Diário,20,–,2023-12-26 16:12:00
Prémio Diário,20,–,2023-12-27 17:36:00
Prémio Diário,20,–,2023-12-28 18:00:00
Prémio Diário,20,–,2023-12-29 19:24:00
Prémio Semanal,100,–,2023-12-29 19:45:00
Prémio Diário,20,–,2023-12-30 20:48:00
Prémio Mensal,200,–,2023-12-30 23:00:00
Prémio Diário,20,–,2023-12-31 21:12:00
Prémio Diário,20,–,2024-01-01 22:36:00
Prémio Diário,20,–,2024-01-02 23:00:00
Prémio Diário,20,–,2024-01-03 07:24:00
Prémio Diário,20,–,2024-01-04 08:48:00
Prémio Diário,20,–,2024-01-05 09:12:00
Prémio Diário,20,–,2024-01-06 10:36:00
Prémio Semanal,100,–,2024-01-06 21:15:00
Prémio Diário,20,–,2024-01-07 11:00:00
Prémio Diário,20,–,2024-01-08 12:24:00
Prémio Diário,20,–,2024-01-09 13:48:00
Prémio Diário,20,–,2024-01-10 14:12:00
Prémio Diário,20,–,2024-01-11 15:36:00
Prémio Diário,20,–,2024-01-12 16:00:00
Prémio Diário,20,–,2024-01-13 17:24:00
Prémio Semanal,100,–,2024-01-14 09:45:00
Prémio Diário,20,–,2024-01-14 18:48:00
Prémio Semanal,100,–,2024-01-15 11:15:00
Prémio Diário,20,–,2024-01-15 19:12:00
Prémio Diário,20,–,2024-01-16 20:36:00
Prémio Diário,20,–,2024-01-17 21:00:00
Prémio Diário,20,–,2024-01-18 22:24:00
Prémio Diário,20,–,2024-01-19 23:48:00
Prémio Diário,20,–,2024-01-20 07:12:00
Prémio Diário,20,–,2024-01-21 08:36:00
Prémio Diário,20,–,2024-01-22 09:00:00
Prémio Diário,20,–,2024-01-23 10:24:00
Prémio Semanal,100,–,2024-01-23 13:45:00
Prémio Diário,20,–,2024-01-24 11:48:00
Prémio Diário,20,–,2024-01-25 12:12:00
Prémio Diário,20,–,2024-01-26 13:36:00
Prémio Mensal,200,–,2024-01-27 07:00:00
Prémio Diário,20,–,2024-01-27 14:00:00
Prémio Diário,20,–,2024-01-28 15:24:00
Prémio Diário,20,–,2024-01-29 16:48:00
Prémio Diário,20,–,2024-01-30 17:12:00
Prémio Semanal,100,–,2024-01-31 15:15:00
Prémio Diário,20,–,2024-01-31 18:36:00
